rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
53;c08945803bbeb565;21c3ead692487993;94116ec47b3b9c8b;2024-10-04T07:01:58.000Z;Bovendien is de toon uiterst wellevend. Er wordt gevousvoyeerd: 'er wordt gewerkt aan uw (!) terugkeer.'. Weten die vreemdelingen meteen hoe het hier toegaat. Beschaafd en welgemanierd. Zo geef je die gelukszoekers toch iets waardevols mee, wanneer je ze het land uittrapt.;1.0;;15;319;vreemdelingen;2024-10-04 12_38_17.294265;0.007628812454641;0.000027884958399;0.000242074907874;0.001242339960299;0.000090960646048;0.013611608184874;0.000244556693360;1. Against immigration, migrants, foreigners, refugees, or Muslims.
54;6e2c1e923f4bc546;e8efd86eea1fb893;05e126300f3fe72d;2024-10-03T10:00:09.000Z;"Toen ik vroeg of ze last had van die vreemdelingen was het antwoord: “al die asielzoekers die ze hier binnenlaten”. Met al die andere heb ik geen probleem. 
Toen ik vroeg of ze al in aanraking was gekomen met asielzoekers was het antwoord: “neen, maar van horen zeggen hé”. /2";1.0;;2;74;vreemdelingen;2024-10-04 12_38_17.294265;0.018744425848126;0.000002580925184;0.000008794069799;0.000094393464678;0.000103057893284;0.003742436179891;0.000015029980204;1. Against immigration, migrants, foreigners, refugees, or Muslims.
55;0e5a2535deb909ba;bbb26503da230a19;b748f2a36256e8c7;2024-09-26T19:03:07.000Z;Ik haat die bizarre fixatie op 'vreemdelingen'. Alle grote dramas van de afgelopen decennia zijn gecreeerd door witteboorden criminelen. Woekerpolis, bankencrisis, klimaatcrisis, MO conflict.. En dan trappen tegen wanhopige asielzoekers. Ik haat het. #vreemdelingenhaat;2.0;1;5;170;vreemdelingen;2024-10-04 12_38_17.294265;0.809484362602234;0.000015977753719;0.000092296948424;0.000020116473024;0.000001165883532;0.041973281651735;0.000024843939173;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
56;9bc40e8478fb09ce;b3a1984ba0b1d8ad;aa2f5d3e1e7e659b;2024-09-27T07:32:02.000Z;Dit is jullie fout toch !!!! Neem nog wat meer vreemdelingen binnen in België . Binnen 10j zijn wij hier de vreemdelingen en ondertussen kunnen jullie nog wat verder slapen in de regeringen. Dat noemen ze nu al slapend rijk worden !!!!!! Bedankt politiek België .;;;6;376;vreemdelingen;2024-10-04 12_38_17.294265;0.605175316333771;0.000573258090299;0.000018662707589;0.000292995478958;0.000234489707509;0.179407924413681;0.000074174284237;1. Against immigration, migrants, foreigners, refugees, or Muslims.
57;6d3b8624ca991d65;f8e7ae3a9e236fbb;a5a1626a1c3310c5;2024-09-30T08:54:32.000Z;Priske had ook goede naam. Verlies van Geertruida en Wieffer wordt erg onderschat. Met name mbt onderlinge verhoudingen in kleedkamer. Neem daarbij ook Bijlow die bijrol heeft. Nu dus groep met teveel jonge vreemdelingen. Had iedere trainer het moeilijk mee gehad;4.0;;2;416;vreemdelingen;2024-10-04 12_38_17.294265;0.054858613759279;0.000357122131390;0.000637325108983;0.000965411833022;0.000872950826306;0.005866531282663;0.000131841050461;1. Against immigration, migrants, foreigners, refugees, or Muslims.
58;d5bc687d6d048018;cb7c9f5200f6c4ad;3d93975ae209d123;2024-09-28T07:57:56.000Z;Veel Vlaams Belang-stemmers in armoede of arbeidersposities denken dat hun tekort aan middelen door vreemdelingen komt, terwijl het neoliberalisme de laatste 10 jaar juist sterker is geworden. Elke bespaarde euro op migratie zou echter naar bedrijven stromen van Huts en co.;8.0;5;21;1,1K;vreemdelingen;2024-10-04 12_38_17.294265;0.100197233259678;0.000113936453999;0.000451922795037;0.000243104179390;0.000053607149312;0.022776782512665;0.000371067086235;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
59;38e8ab100ce14bcb;7ee0de06fe420c0a;c698533927662a48;2024-09-28T13:26:07.000Z;Ik ben altijd erg benieuwd wat die alleskunnende toppers van de Zuidas weten van straf-, huur-, sociaalzekerheids-, asiel-, vreemdelingen-, familie-, ps. patienten- en ander sociaalrecht.....;2.0;;4;657;vreemdelingen;2024-10-04 12_38_17.294265;0.085083581507206;0.000013556827071;0.000080872487160;0.000127245875774;0.000029702441680;0.001513491035439;0.000124388461700;6. Other: questioning expertise in social law
60;89e4859084c3f9fe;ec44b4881423a230;7cc75019f45791c6;2024-09-25T18:38:26.000Z;... en die vreemdelingen bedreigen de schoonheid van de authentieke Nederlandse cultuur.;5.0;3;5;291;vreemdelingen;2024-10-04 12_38_17.294265;0.463326811790466;0.000062094892201;0.000247757416219;0.000376887706807;0.000070469250204;0.193643927574158;0.001578640076332;1. Against immigration, migrants, foreigners, refugees, or Muslims.
61;e9efe2f9075b946b;d1ab0e625d29882e;23d850348107eb61;2024-10-03T10:50:00.000Z;“Ik durf nauwelijks buitenkomen”: vijf vrouwen met migratieachtergrond leggen uit waarom ze op lijst van Vlaams Belang staan https://nieuwsblad.be/cnt/dmf20241003_92086464… Als vreemdelingen al bang zijn in dit criminele land om buiten te komen dan is het kwart na twaalf !!!;;;;9;vreemdelingen;2024-10-04 12_38_17.294265;0.476561456918716;0.000071931011917;0.000251656631008;0.000064556617872;0.000072223345342;0.114412434399128;0.000109208369395;1. Against immigration, migrants, foreigners, refugees, or Muslims.
62;5399799eb27fea9a;72b593427bbd4bda;d69260367b8fe766;2024-09-28T09:15:23.000Z;"""Vreemdelingen krijgen (net als bij Frontex..) een vliegticket, 200 euro op Schiphol + 615 euro eerste levensbehoeften + 2.000 euro pp voor woning, medisch of opleiding.""""
Tickets EU om in te komen 35 euro. 
#asielcrisis #EU";;;;454;vreemdelingen;2024-10-04 12_38_17.294265;0.001799007644877;0.000001631298232;0.000031685278373;0.000018357031877;0.000004740504664;0.000536128412932;0.000105244245788;1. Against immigration, migrants, foreigners, refugees, or Muslims.
63;9d02c166e55720be;d1ab0e625d29882e;23d850348107eb61;2024-09-30T17:57:00.000Z;Waarom zijn jullie quasi de enige vreemdelingen die hier werken ? Graag een duidelijk antwoord ?;;;;11;vreemdelingen;2024-10-04 12_38_17.294265;0.074499100446701;0.000009616725038;0.000242804657319;0.000056309352658;0.000008107920621;0.000386573490687;0.000060741702328;5. Is neutral.
64;636e8fe58c3cea3e;35ab9057770ca9c8;88b8564f1a816a90;2024-10-02T09:53:22.000Z;Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt;;;;7;vreemdelingen;2024-10-04 12_38_17.294265;0.148167997598648;0.001308147097006;0.000690049026161;0.000208980913157;0.000121717937873;0.145442485809326;0.000692150730174;5. Is neutral.
65;0643ccc3edf09c92;a117c1d8ab1571dc;cefefb1b9c872949;2024-10-01T13:18:36.000Z;PVV is dus tegen een motie voor opvang van vreemdelingen kinderen die geschikt zijn en faciliteiten hebben, voor kinderen. Bah.;;;;66;vreemdelingen;2024-10-04 12_38_17.294265;0.406042605638504;0.000006171246241;0.000029412400181;0.000264923990471;0.000926525157411;0.003846197621897;0.000170950341271;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
66;0a5febb2d0767f01;2658f96e60fa5608;a58d71e210cab070;2024-09-26T09:00:53.000Z;Onder de vvd zijn jarenlang ongewenste vreemdelingen ons land binnengestroomd, en nu hebben ze het botte lef dit op hun website te zetten?;;;1;127;vreemdelingen;2024-10-04 12_38_17.294265;0.560833215713501;0.000767456949688;0.000183643031050;0.000547074247152;0.000048715646699;0.445195734500885;0.003731927601620;1. Against immigration, migrants, foreigners, refugees, or Muslims.
67;ac694ccd1e166601;01ba522fe85e9e25;965da4c0dfcbce57;2024-10-02T09:05:21.000Z;Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt;;2;1;23;vreemdelingen;2024-10-04 12_38_17.294265;0.148167997598648;0.001308147097006;0.000690049026161;0.000208980913157;0.000121717937873;0.145442485809326;0.000692150730174;5. Is neutral.
68;2c3dababbdcb87be;2087fa95176232c5;9bf7a3cb2fd336aa;2024-10-02T08:35:56.000Z;"#Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt

Rotterdam stopt vanaf 1 januari 2025 met de bed-bad-broodregeling voor ongedocumenteerde vreemdelingen. De gemeente heeft dit besluit genomen omdat de overheid de financiering van deze regeling stopt.";;;1;33;vreemdelingen;2024-10-04 12_38_17.294265;0.006487289443612;0.000040496019210;0.000682422192767;0.000007344612641;0.000004529245416;0.007625546772033;0.000123322941363;5. Is neutral.
69;cb25d9f2f43ad89b;d1ab0e625d29882e;23d850348107eb61;2024-09-25T09:54:42.000Z;Wie neemt hier een veroordeling nog serieus ? Zolang de kassa draait en geld te halen is ( bij de autochtonen ) want de rest is OCMW of het geld van de staat ! Vest-broekzak met al die vreemdelingen !;;;;19;vreemdelingen;2024-10-04 12_38_17.294265;0.421467930078506;0.001741895568557;0.000052665982366;0.000117968011182;0.000208999830647;0.309830039739609;0.000887095055077;1. Against immigration, migrants, foreigners, refugees, or Muslims.
70;d2fb0180b22d3af7;91d19006c4397461;19a15a2adbb7841e;2024-09-30T18:30:59.000Z;Als alle locatiemanagers AZC,  vreemdelingen politiemedewerkers e.a betrokkenen openheid van zaken zouden geven over waar zij tegen aanliepen en hoe dit in opdracht van links uit de msm is gehouden zou NL geschokt zijn.;;;1;11;vreemdelingen;2024-10-04 12_38_17.294265;0.043023589998484;0.000094919429102;0.000115430913865;0.000543103553355;0.000446329388069;0.028882661834359;0.000777686480433;1. Against immigration, migrants, foreigners, refugees, or Muslims.
71;fa2768e97954086d;2d301af3454d1a5c;8a245c066e2b5484;2024-10-02T21:04:15.000Z;"Reconstructie dood Roemeense vrachtwagenchauffeur door riooldeksel afgerond: vier verdachten nog in voorarrest

https://hln.be/binnenland/reconstructie-dood-roemeense-vrachtwagenchauffeur-… Het waren vreemdelingen-riooldeksel-afgerond-vier-verdachten-nog-in-voorarrest~ae60a1ee/";;;;8;vreemdelingen;2024-10-04 12_38_17.294265;0.014837251976132;0.000079643301433;0.000063969593612;0.000329215748934;0.000012929634067;0.119420297443867;0.029550760984421;1. Against immigration, migrants, foreigners, refugees, or Muslims.
72;bea56808c803225f;0c36f558abbe9f8c;5238c217c4994a3f;2024-09-28T06:35:43.000Z;"280/365
“ Niemand is immers kleingeestiger dan degenen die hun hele leven in hun land zijn gebleven: zij haten vreemdelingen&veroordelen alles wat afwijkt v hun inheemse praktijken “
Dagelijks Persoonlijke Levenswijsheden v Desiderius Erasmus
Bron: 
Brieven Deel 19
V Samenleven";;4;;155;vreemdelingen;2024-10-04 12_38_17.294265;0.087483108043671;0.000018380489564;0.000327868619934;0.000160538940690;0.000094732509751;0.010882825590670;0.000159858114784;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
73;6550c8a986294955;70db163741dbea69;994f5d96549247a0;2024-10-02T10:20:45.000Z;"Asielzoekers Ter Apel overnachten in Zutphen nu ze buiten dreigen te moeten slapen: ‘Maatschappelijke plicht’ https://destentor.nl/zutphen/asielzoekers-ter-apel-overnachten-in-zutphen-nu-ze-buiten-dreigen-te-moeten-slapen-maatschappelijke-plicht~a4220b42/?utm_source=twitter&utm_medium=social&utm_campaign=socialsharing_web…
Maatschappelijke plicht ??? Het zijn (illegale)vreemdelingen, het was hun eigen keuze om naar  te komen en de boel hier te besodemieteren. F***";;;1;39;vreemdelingen;2024-10-04 12_38_17.294265;0.619283378124237;0.000142880351632;0.000007573122730;0.000122003220895;0.000007852751878;0.151464968919754;0.000071720882261;1. Against immigration, migrants, foreigners, refugees, or Muslims.
74;7fde34c520aa8077;979ca6c94bf461d4;61aafa8faed2f187;2024-10-04T07:15:02.000Z;"PELT - Verkiezingen: CD http://internetgazet.be/pelt/verkiezingen-cd-v-pelt-…
Waarom geeft CD&V Pelt geen enkel antwoord op het probleem van de enorme instroom van 'Vreemdelingen' in de Gemeente Pelt???";;;;5;vreemdelingen;2024-10-04 12_38_17.294265;0.126511275768280;0.000009198276530;0.000001842980851;0.000061805651058;0.000331934919814;0.003203966189176;0.000379485660233;1. Against immigration, migrants, foreigners, refugees, or Muslims.
75;a99a88a5ce740774;23d864b773b8417e;b1e81bab24e3ccd2;2024-09-28T20:58:54.000Z;Er is geen asielcrisis, alleen blinde haat tegen vreemdelingen.;;;1;91;vreemdelingen;2024-10-04 12_38_17.294265;0.129958823323250;0.000000335281925;0.000000181822799;0.000000978891990;0.000000260962764;0.014155614189804;0.000068962835940;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
76;7a2b4189220ac378;d1ab0e625d29882e;23d850348107eb61;2024-09-30T17:31:53.000Z;U hebt het verkorven en krijgt onze stem nooit meer  , wij hebben uw linkse regering met een tiran en Hamaslover niet gestemd . Wij willen opkuis en meer geld voor de werkende mens maar met minder belastingen op zijn inkomsten . Dit word net andersom , vreemdelingen worden beter;;;;4;vreemdelingen;2024-10-04 12_38_17.294265;0.514423727989197;0.001423055422492;0.000010866829143;0.000052237119235;0.000011719081158;0.427202761173248;0.000199622503715;1. Against immigration, migrants, foreigners, refugees, or Muslims.
77;b12fb82c8da2f070;2f8f0dbc30ee90fc;14e3c7ca5b7a00ba;2024-10-01T05:52:45.000Z;"Ik denk eerder dat de 3 v's de volgende zijn:
Vreemdelingen
Vechten
Verkrachting

Kortom de gevolgen van immigratie.";;;1;44;vreemdelingen;2024-10-04 12_38_17.294265;0.730941474437714;0.004189834930003;0.000001079592380;0.043273828923702;0.001755728153512;0.551988124847412;0.003093007253483;1. Against immigration, migrants, foreigners, refugees, or Muslims.
78;09de99988052edee;e9283cf69da23119;1758cf2f152e7592;2024-10-01T17:46:22.000Z;"Vlaanderen is vol!
Hoogdringend tijd voor kordaat remigratiebeleid vooraleer we vreemdelingen worden in eigen land en verdwijnen Als volk. 
Kom mee in vrijheidvolkverzet!
Zie en luister leerzame video";;;;7;vreemdelingen;2024-10-04 12_38_17.294265;0.141440346837044;0.009063715115190;0.000436631700722;0.000240063789533;0.000071442584158;0.265267640352249;0.000729349325411;1. Against immigration, migrants, foreigners, refugees, or Muslims.
79;ff7fd60fda8b7cc7;0810bb70585ffe08;b3ceffaf0724ff67;2024-10-02T16:25:54.000Z;"""Met stopzetten Landelijke Vreemdelingen Voorziening zakt Rotterdam door morele ondergrens""";;;;6;vreemdelingen;2024-10-04 12_38_17.294265;0.158843412995338;0.001254235976376;0.001630537211895;0.000300538988085;0.000300583691569;0.034944728016853;0.000185365832294;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
80;1dc6702c635f803f;e81967b004ee7b8f;ae8c3323650535fb;2024-09-28T18:28:46.000Z;Een vreemdelingen legioen, die geen vuist kan maken ... triest, alles van  #slot in 3 wedstrijden afgebroken !;;;;13;vreemdelingen;2024-10-04 12_38_17.294265;0.396691948175430;0.000191506522242;0.000102507845440;0.000917240860872;0.000035098149965;0.016462268307805;0.002477158792317;1. Against immigration, migrants, foreigners, refugees, or Muslims.
81;32ec7d463b473452;283c37ae9868ad0b;11f4919d0b746281;2024-09-30T07:23:58.000Z;"Stopt het ooit om de mensen uit te persen en de tieners te veronnozelen ?????

We betalen al in onze belastingen voor goede doelen, ngo's, vreemdelingen, vluchtelingen, media, arme landen, klimaat, VN, WHO, EU, WEF, en nog vele andere zaken waar we nooit verandering in zien.";;;1;40;vreemdelingen;2024-10-04 12_38_17.294265;0.111646354198456;0.001116997096688;0.000175165725523;0.079561248421669;0.026316644623876;0.491102129220963;0.001633738283999;1. Against immigration, migrants, foreigners, refugees, or Muslims.
82;a437dd1676bb3b2b;ac3526a15ba26d7e;e4916340ec1f316f;2024-09-29T15:12:06.000Z;"Troy Hawkes thingie op Youtube is dat hij zeer goed gekleed en met een prachtig Brits accent vreemdelingen complimenten geeft. Ik heb veel van hem geleerd. Makes me happy.

THE DUTCH!!";1.0;;1;353;vreemdelingen;2024-10-04 12_38_17.294265;0.001750155817717;0.000011948450265;0.000004256201009;0.001451959717087;0.000015723611796;0.000404528342187;0.000031217179639;5. Is neutral.
83;423853fb3549e877;979ca6c94bf461d4;61aafa8faed2f187;2024-10-04T07:12:49.000Z;"PELT - Verkiezingen: Groen Pelt http://internetgazet.be/pelt/verkiezingen-groen-pelt….
Waarom geeft Groen Pelt geen enkel antwoord op het probleem van de enorme instroom van 'Vreemdelingen' in de Gemeente Pelt????";;;;7;vreemdelingen;2024-10-04 12_38_17.294265;0.118025541305542;0.000009374991350;0.000000845989973;0.000045741391659;0.000245475239353;0.002855454338714;0.000120852753753;1. Against immigration, migrants, foreigners, refugees, or Muslims.
84;d0761c5c01b36d0b;adf4b3ff9bfce670;9cd16e8d4942fb07;2024-09-28T05:49:37.000Z;Ik lees nu in de krant dat ongewenste vreemdelingen in NL een vertrekbonus krijgen. Dit is toch de omgekeerde wereld?;1.0;;1;178;vreemdelingen;2024-10-04 12_38_17.294265;0.185186371207237;0.000032265394111;0.000203739895369;0.000059665035224;0.000028299582482;0.033274877816439;0.000455154717201;1. Against immigration, migrants, foreigners, refugees, or Muslims.
85;b775371037d7c939;c1b36cef39796237;967fa8d8d30eb6d4;2024-10-02T11:08:37.000Z;Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt;3.0;8;21;323;vreemdelingen;2024-10-04 12_38_17.294265;0.148167997598648;0.001308147097006;0.000690049026161;0.000208980913157;0.000121717937873;0.145442485809326;0.000692150730174;5. Is neutral.
86;799ed35bf7f23df0;8a2b06647b29f6e4;6f4ea0ead8d86fd1;2024-10-02T12:42:02.000Z;Nu nog terug. Anders is het dweilen met de kraan open. Dat gedeug moet stoppen. => Rotterdam eerste stad die opvang ongedocumenteerde vreemdelingen beëindigt;;;;11;vreemdelingen;2024-10-04 12_38_17.294265;0.351366966962814;0.001377375097945;0.000138198593049;0.000350677408278;0.000049492686230;0.250833719968796;0.000236634819885;1. Against immigration, migrants, foreigners, refugees, or Muslims.
87;77724aec97eee87d;5b2ab6f43d9bee59;ee5a48f57d345fcd;2019-02-16T12:02:03.000Z;24-uursopvang voor vreemdelingen in Amsterdam;27.0;10;10;/NOS###/NOS###/NOS/status/1096741492905963520###https://t.co/ODXg8XZwpr###https://t.co/ODXg8XZwpr;vreemdelingen;2024-10-04 12_38_17.294265;0.005453871097416;0.000031363993912;0.000074777599366;0.000154694615048;0.000294371944619;0.001940978807397;0.000514934305102;5. Is neutral.
88;590b88656cf921bc;d1ab0e625d29882e;23d850348107eb61;2024-09-27T06:11:14.000Z;Velen hebben die beelden nog niet gezien en willen ze niet zien maar blijven geloven dat ze niet allemaal zo zijn tot ik zeg ene teveel is mocht hij hun kind dit aandoen ! Onmogelijk om de linksen te overtuigen dat vreemdelingen geen meerwaarde zijn en dat zit hier op burelen hè;;;1;4;vreemdelingen;2024-10-04 12_38_17.294265;0.606335401535034;0.000276633014437;0.000047681100114;0.001025284174830;0.006408735178411;0.164672657847404;0.000027944670364;1. Against immigration, migrants, foreigners, refugees, or Muslims.
